"title","totalScore","reviewsCount","street","city","state","countryCode","website","phone","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","categories/8","categories/9","url","categoryName"
"CEDAR Thai Restaurant","4.8","31","ห้องเลขที่4018, ชั้น4, Terminal21 Asok, 88 Soi Sukhumvit 19","Khlong Toei","Bangkok","TH","https://www.instagram.com/cedar_bkk?igsh=MWFjc2R0MmxjYnNoMw%3D%3D&utm_source=qr","+66 93 889 4111","Thai restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=CEDAR%20Thai%20Restaurant&query_place_id=ChIJH_SRs-uf4jARsFQMBe6ECXo","Thai restaurant"
"ผัดไทยพลีส Pad Thai Please - Terminal 21 Asok","4.9","207","เลขที่ 88 ห้องเลขที่ SH4017 ชั้น 4 Terminal 21 21 Soi Sukhumvit 19","Watthana","Bangkok","TH",,"+66 2 073 0399","Wok restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=%E0%B8%9C%E0%B8%B1%E0%B8%94%E0%B9%84%E0%B8%97%E0%B8%A2%E0%B8%9E%E0%B8%A5%E0%B8%B5%E0%B8%AA%20Pad%20Thai%20Please%20-%20Terminal%2021%20Asok&query_place_id=ChIJH3n2ZFGf4jAR3sLvZam_TDE","Wok restaurant"
"Rossano's Italian Cuisine","4.5","1137","167 Sukhumvit Soi 21, Asok Montri Rd","Watthana","Bangkok","TH","http://rossanosbangkok.com/","+66 2 661 7449","Italian restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Rossano's%20Italian%20Cuisine&query_place_id=ChIJge5RZOOe4jARzWYZ3jGvKbA","Italian restaurant"
"Mad Moa Asok","4.8","159","139 100 Pi Sayam Samakhom Alley","Watthana","Bangkok","TH","https://www.facebook.com/MadmoaAsok?mibextid=LQQJ4d","+66 95 720 3826","Western restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Mad%20Moa%20Asok&query_place_id=ChIJgX-SHpqf4jARTZxC5FBJGwQ","Western restaurant"
"Madam Saranair Thai Food restaurant","4.5","2191","139/1 Soi Sukhumvit 21 (Asoke Soi 1","Watthana","Bangkok","TH",,"+66 2 661 7984","Thai restaurant","Restaurant",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Madam%20Saranair%20Thai%20Food%20restaurant&query_place_id=ChIJ1bV7lOSe4jARZfwCIKXKyNU","Thai restaurant"
"Firepork - Terminal21 Asok","4.8","168","5th floor Terminal21 Asok 88 Soi Sukhumvit 19","Thawi Watthana","Bangkok","TH","https://www.instagram.com/firepork_thailand/?hl=en","+66 80 800 5838","Restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Firepork%20-%20Terminal21%20Asok&query_place_id=ChIJWxTOhuKf4jARcTBCzVIB5n8","Restaurant"
"Savoey @Terminal 21 Asok","4.6","3626","ห้องเลขที่ SH-5, ศูนย์การค้าเทอร์มินอล 21, 015 ชั้นที่ 5 อโศก 88","Watthana","Bangkok","TH","https://www.savoey.co.th/","+66 64 017 0237","Seafood restaurant","Thai restaurant",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Savoey%20%40Terminal%2021%20Asok&query_place_id=ChIJ1afT-oif4jARvl-Fq22OydQ","Seafood restaurant"
"DESTIN Bangkok | European Fine Dining Restaurant","5","94","6th Avenue,Shop-4, Sukhumvit Rd","Watthana","Bangkok","TH","http://www.thedestinworld.com/","+66 98 039 0390","Fine dining restaurant","European restaurant","Family restaurant","Restaurant",,,,,,,"https://www.google.com/maps/search/?api=1&query=DESTIN%20Bangkok%20%7C%20European%20Fine%20Dining%20Restaurant&query_place_id=ChIJBdUvCgCf4jAR6mFSwsJfIUU","Fine dining restaurant"
"Baia Bangkok – Italian Restaurant & Festive Dining","4.8","820","16 Sukhumvit 11 Aly","Watthana","Bangkok","TH","https://www.baiabangkok.com/","+66 65 729 7059","Italian restaurant","Mediterranean restaurant","Restaurant",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Baia%20Bangkok%20%E2%80%93%20Italian%20Restaurant%20%26%20Festive%20Dining&query_place_id=ChIJu7_6De2f4jARZIVt8z-FiRI","Italian restaurant"
"Hachicken Ramen (Terminal21 Asok)","4.7","1202","Unit 4022A, 4th floor, 88 Soi Sukhumvit 19","Watthana","Bangkok","TH","https://www.facebook.com/hachickenramenthai","+66 82 980 0061","Ramen restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Hachicken%20Ramen%20(Terminal21%20Asok)&query_place_id=ChIJZVy5gm6f4jARZNIAsJKyW30","Ramen restaurant"
"Eat Am Are 253 Asok Building","4.5","1440","253 ชั้น G, Asok Alley","Watthana","Bangkok","TH",,"+66 92 661 1656","Steak house",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Eat%20Am%20Are%20253%20Asok%20Building&query_place_id=ChIJtz6LEiOf4jARORWzcrLDLBc","Steak house"
"getfresh at Terminal 21 Asok","4.8","580","หอง, เลขที่ 5020 Sukhumvit Rd","Khlong Toei","Bangkok","TH","https://getfresh.co.th/","+66 81 247 8982","Restaurant","Salad shop",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=getfresh%20at%20Terminal%2021%20Asok&query_place_id=ChIJSXzxqMKf4jARtTmd_SuaE2M","Restaurant"
"Indulge Restaurant & Cocktail Bar","4.7","3695","403-403/1, 407 407/1 Sukhumvit Rd","Watthana","Bangkok","TH","http://www.indulgebangkok.com/","+66 95 551 8400","Thai restaurant","Cocktail bar","Fusion restaurant","Halal restaurant","Western restaurant",,,,,,"https://www.google.com/maps/search/?api=1&query=Indulge%20Restaurant%20%26%20Cocktail%20Bar&query_place_id=ChIJvcw2HuOe4jARNkjje3ATS18","Thai restaurant"
"ไทย ไทย ก๋วยเตี๋ยวเรือ เทอร์มินอล 21 อโศก","4.5","648","เทอร์มินอล, ห้องเลขที่ SH4017 ชั้น 4 เลขที่ 88, 21 Soi Sukhumvit 19","Watthana","Bangkok","TH","https://www.yuzugroup2018.com/","+66 2 073 0399","Noodle shop",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=%E0%B9%84%E0%B8%97%E0%B8%A2%20%E0%B9%84%E0%B8%97%E0%B8%A2%20%E0%B8%81%E0%B9%8B%E0%B8%A7%E0%B8%A2%E0%B9%80%E0%B8%95%E0%B8%B5%E0%B9%8B%E0%B8%A2%E0%B8%A7%E0%B9%80%E0%B8%A3%E0%B8%B7%E0%B8%AD%20%E0%B9%80%E0%B8%97%E0%B8%AD%E0%B8%A3%E0%B9%8C%E0%B8%A1%E0%B8%B4%E0%B8%99%E0%B8%AD%E0%B8%A5%2021%20%E0%B8%AD%E0%B9%82%E0%B8%A8%E0%B8%81&query_place_id=ChIJ4zwpQ2af4jAReRREq3JTfCY","Noodle shop"
"BARTELS Asok - Sourdough Sandwiches, Coffee & Juicery","4.8","2456","199/9-11 Sukhumvit Rd","Watthana","Bangkok","TH","https://bartelsthailand.com/","+66 95 019 2134","Brunch restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=BARTELS%20Asok%20-%20Sourdough%20Sandwiches%2C%20Coffee%20%26%20Juicery&query_place_id=ChIJa7RbIkGf4jARxc9xrSROCts","Brunch restaurant"
"Ping's Shark Fin Restaurant Asoke (The Original)","4.6","1595","137/3 Sukhumvit 21 Rd","Watthana","Bangkok","TH","http://pingsharksfin.com/","+66 2 661 7860","Chinese restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Ping's%20Shark%20Fin%20Restaurant%20Asoke%20(The%20Original)&query_place_id=ChIJnfQQnAGf4jARkEY6N_nZR74","Chinese restaurant"
"The Local","4.4","3286","32 32/1 Soi Sukhumvit 23","Watthana","Bangkok","TH","http://www.thelocalthaicuisine.com/","+66 2 664 0664","Thai restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=The%20Local&query_place_id=ChIJc881Nfue4jARsIcIs9ZqPJE","Thai restaurant"
"The Siam Tea Room","4.6","541","199 Sukhumvit Alley 22","Khlong Toei","Bangkok","TH","https://www.thesiamtearoom.com/sukhumvit-branch","+66 2 059 5999","Restaurant","Bakery","Coffee shop","Pastry shop","Thai restaurant",,,,,,"https://www.google.com/maps/search/?api=1&query=The%20Siam%20Tea%20Room&query_place_id=ChIJDf7QWt2e4jARJklxQGKyUgM","Restaurant"
"PUKEEPICK Seafoods restaurant","4.7","1091","QJC5+7WM, Town In Town Soi 14","Wang Thonglang","Bangkok","TH","http://www.facebook.com/pukeepick","+66 98 519 4189","Thai restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=PUKEEPICK%20Seafoods%20restaurant&query_place_id=ChIJiS5dXwef4jAR9TVRIVHVC9w","Thai restaurant"
"Siam Halal : สยามฮาลาล (Ramkhamhaeng 53)","4.8","390","Ramkhamhaeng 53","Bang Kapi","Bangkok","TH","https://www.tiktok.com/@siamhalal25","+66 82 218 9006","Restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Siam%20Halal%20%3A%20%E0%B8%AA%E0%B8%A2%E0%B8%B2%E0%B8%A1%E0%B8%AE%E0%B8%B2%E0%B8%A5%E0%B8%B2%E0%B8%A5%20(Ramkhamhaeng%2053)&query_place_id=ChIJHcdlbFef4jARSGSq_HxTaQM","Restaurant"
"Starita Bangkok","4.7","664","ชั้น G, Oakwood Residence Thonglor, 113 ซอยอรรถพัฒน์","Watthana","Bangkok","TH","https://staritabkk.com/","+66 99 446 4461","Pizza restaurant","Italian restaurant",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Starita%20Bangkok&query_place_id=ChIJWWhOq52f4jAR52sgKXUy4fM","Pizza restaurant"
"GYU EN SIAM YAKINIKU","4.6","188","10/16 Sukhumvit 33/2 Alley","Watthana","Bangkok","TH",,"+66 61 108 4385","Japanese restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=GYU%20EN%20SIAM%20YAKINIKU&query_place_id=ChIJNTc5sROf4jAR3u3p7KCzbBg","Japanese restaurant"
"Sot Bangkok - Korean Pot Rice","4.8","389","591/9 Sukhumvit Rd","Watthana","Bangkok","TH","https://www.instagram.com/sot.bangkok/","+66 64 107 3394","Restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Sot%20Bangkok%20-%20Korean%20Pot%20Rice&query_place_id=ChIJv_V19P2f4jARGpHkXe5mFME","Restaurant"
"ALATi","4.6","198","991/9 โรงแรมสยาม เคมปินสกี้ Rama I Rd","Pathum Wan","Bangkok","TH","https://www.kempinski.com/en/siam-hotel/restaurants-bars/alati?utm_medium=organic&utm_source=google&utm_campaign=KIBKK1&utm_content=gmb&source=S308962248","+66 2 162 9000","Restaurant","Grill","Brunch restaurant","Diner","Fusion restaurant","Lunch restaurant","Mediterranean restaurant",,,,"https://www.google.com/maps/search/?api=1&query=ALATi&query_place_id=ChIJG8jmu3eZ4jARZnkwif97Mps","Restaurant"
"Sot Siam Paragon - Korean Pot Rice","4.8","220","4th Floor, ศูนย์การค้าสยามพารากอน ชั้น 4, 991, Eatelier","Pathum Wan","Bangkok","TH","https://www.instagram.com/sot.bangkok?igsh=MXg3azhldzV4M293aw==&utm_source=qr","+66 82 105 9971","Korean restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Sot%20Siam%20Paragon%20-%20Korean%20Pot%20Rice&query_place_id=ChIJR8JsZ7Gf4jARsMFdVqqbpSI","Korean restaurant"
"Pasta Ama Siam Center","4.9","4786","สยามเซ็นเตอร์ ชั้น 2, 979 Rama I Rd","Pathum Wan","Bangkok","TH","https://www.openlink.co/pastaama","+66 81 046 5987","Restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Pasta%20Ama%20Siam%20Center&query_place_id=ChIJwSrCL8uf4jARQB4sChigQRE","Restaurant"
"Phrigkiao Bangkok - Certified by CICOT(The Central Islamic Council Of Thailand)","4.7","628","410/5-6 Siam Square Soi 6","Pattumwan","Bangkok","TH","https://www.facebook.com/phrigkiaobkk/","+66 96 664 0669","Halal restaurant","Restaurant","Thai restaurant",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Phrigkiao%20Bangkok%20-%20Certified%20by%20CICOT(The%20Central%20Islamic%20Council%20Of%20Thailand)&query_place_id=ChIJwXr_CRaf4jARKG3uu08Xw4g","Halal restaurant"
"Henryfry Siam Paragon","4.8","110","ชั้น 5A โซน Nextopia, 991 Rama I Rd","Pathum Wan","Bangkok","TH","https://www.instagram.com/henryfry.friedchicken?igsh=MWNqYWNmZjB4ZGN4cw==","+66 96 969 2146","American restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Henryfry%20Siam%20Paragon&query_place_id=ChIJOS3eLref4jARyALuQOB06Go","American restaurant"
"Kaneko Hannosuke Siam Paragon","4.8","93","Siam Paragon, Unit 414, Eatelier Zone, 4th fl","Pathum Wan","Bangkok","TH","https://www.facebook.com/kaneko.hannosuke.th","+66 98 559 2694","Restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Kaneko%20Hannosuke%20Siam%20Paragon&query_place_id=ChIJjdP6OTyf4jARimhHXNzD-Nw","Restaurant"
"Mozza By Cocotte Siam Paragon","4.7","1476","991, Siam Paragon Shopping Center, Room G31, G Floor, Rama I Rd","Pathum Wan","Bangkok","TH","http://www.mozza-bangkok.com/","+66 62 208 8828","Italian restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Mozza%20By%20Cocotte%20Siam%20Paragon&query_place_id=ChIJOTkw4lef4jARoSBeMI4SX8k","Italian restaurant"
"SEKI OMAKASE (Siam Paragon)","4.9","1468","G Floor, Siam Paragon, 991/1 Rama I Rd","Pathum Wan","Bangkok","TH",,"+66 81 246 8799","Japanese restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=SEKI%20OMAKASE%20(Siam%20Paragon)&query_place_id=ChIJOXSUm0Wf4jARqMwcmyatogU","Japanese restaurant"
"KOKO SIAM 1996","4.1","541","262, 6 Siam Square Soi 3","Pathum Wan","Bangkok","TH",,"+66 82 544 4145","Thai restaurant","Vegetarian restaurant",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=KOKO%20SIAM%201996&query_place_id=ChIJj1il7lyf4jARZdCtq6GTvHg","Thai restaurant"
"Somtam","4.9","39","10 Siam Square Soi 5","Pathum Wan","Bangkok","TH",,"","Restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Somtam&query_place_id=ChIJj6WfjQWf4jARZjxOhCHCyrU","Restaurant"
"Inter Restaurants","4.4","3031","432/1-2 Siam Square 9 Alley","Pathum Wan","Bangkok","TH","https://www.facebook.com/InterRestaurants1981","+66 2 251 4689","Thai restaurant","Chinese restaurant",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Inter%20Restaurants&query_place_id=ChIJV1UGZABiHTERoiXISIWa6-o","Thai restaurant"
"Hikiniku to come - Siam Paragon","4.6","60","G-04, G Floor, Siam Paragon Shopping Center, 991 Rama I Rd","Pathum Wan","Bangkok","TH","https://hikinikutocome.com/th/","+66 97 265 2203","Japanese restaurant","Hamburger restaurant",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Hikiniku%20to%20come%20-%20Siam%20Paragon&query_place_id=ChIJ00AJIQCf4jARs6CZ9Qu14AA","Japanese restaurant"
"Slim Pig x Fatt Chicken","4.9","1335","Siam Paragon, 4th floor, Zone Eatelier, Rama I Rd","Pathum Wan","Bangkok","TH","https://www.fattchicken.com/","+66 2 125 0525","Restaurant","Asian restaurant","Chicken restaurant","Chinese restaurant","Hong Kong style fast food restaurant",,,,,,"https://www.google.com/maps/search/?api=1&query=Slim%20Pig%20x%20Fatt%20Chicken&query_place_id=ChIJsWXHDwSf4jARPv03L_r6rDk","Restaurant"
"Tonchin Ramen - Siam Paragon","4.7","1147","ชั้น G Siam Paragon, 991 Rama I Rd","Pathum Wan","Bangkok","TH","https://www.facebook.com/tonchinth/","+66 61 491 5558","Ramen restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Tonchin%20Ramen%20-%20Siam%20Paragon&query_place_id=ChIJ8edPT6Cf4jARPWjsfL-eZtc","Ramen restaurant"
"CALM Bangkok - Grill, Garden & Guinguette","4.8","756","231/2 , Soi Sukhumvit 31 (Soi Sawasdee), Sukhumvit Road Khlong Ton Nuea Sub-District","Watthana","Bangkok","TH","https://www.calm-bkk.com/en","+66 64 197 0432","Restaurant","Bar","Bar & grill","Barbecue restaurant","Beer garden","Cocktail bar","French restaurant","Steak house",,,"https://www.google.com/maps/search/?api=1&query=CALM%20Bangkok%20-%20Grill%2C%20Garden%20%26%20Guinguette&query_place_id=ChIJq1XCBzuf4jARKB3mkY-Huh8","Restaurant"
"Ekkaluck Bangkok","4.9","328","22 Sukhumvit 53 Alley","Watthana","Bangkok","TH","https://www.marriott.com/en-us/hotels/bkkbh-madi-paidi-bangkok-autograph-collection/dining/?scid=feed67b0-9a2f-4de1-8df6-114544116108","+66 2 127 5999","Restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Ekkaluck%20Bangkok&query_place_id=ChIJH9mMNFef4jARU_dE8h5Lbjc","Restaurant"
"Ari Cafe & Bistro","4.7","149","11/20 Soi Phetchaburi 47, Lane 3","Huai Khwang","Bangkok","TH","https://www.facebook.com/p/Ari-Cafe-Bistro-100063493211298/","+66 2 101 8896","Bistro",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Ari%20Cafe%20%26%20Bistro&query_place_id=ChIJIQr4bB2f4jARe_g4nhRMLfA","Bistro"
"เอิบข้าวมันไก่สิงคโปร์ Erb Singapore Chicken Rice","4.9","312","510 Soi Lert Kaew entrance, Asok Montri Rd","Din Daeng","Bangkok","TH","https://erbchickenrice.com/","+66 62 295 5091","Chicken restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=%E0%B9%80%E0%B8%AD%E0%B8%B4%E0%B8%9A%E0%B8%82%E0%B9%89%E0%B8%B2%E0%B8%A7%E0%B8%A1%E0%B8%B1%E0%B8%99%E0%B9%84%E0%B8%81%E0%B9%88%E0%B8%AA%E0%B8%B4%E0%B8%87%E0%B8%84%E0%B9%82%E0%B8%9B%E0%B8%A3%E0%B9%8C%20Erb%20Singapore%20Chicken%20Rice&query_place_id=ChIJGRO4S-mf4jAR8-9lq7pgmAs","Chicken restaurant"
"Kenny's BKK - Sukhumvit 31","4.8","1107","24/1 Sukhumvit 31","Watthana","Bangkok","TH","http://kennysbkk.com/","+66 92 599 2694","Pizza restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Kenny's%20BKK%20-%20Sukhumvit%2031&query_place_id=ChIJd_RzZQCf4jARUbKJzoih9sY","Pizza restaurant"
"Shwe Tea House & Noodles SKYY9 CENTRE (Rama IX)","4.9","38","554, 1 Thanon Asok - Din Daeng","Din Daeng","Bangkok","TH",,"+66 94 898 2200","Burmese restaurant","Asian restaurant",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Shwe%20Tea%20House%20%26%20Noodles%20SKYY9%20CENTRE%20(Rama%20IX)&query_place_id=ChIJ_zz2og-f4jARFXHNYfpcDWQ","Burmese restaurant"
"VERDE Sukhumvit 26 | Healthy Bowls, Brunch, Sandwiches, Coffee & Juices","4.8","610","Klong Ton, 61/46 Sukhumvit 26","Khlong Toei","Bangkok","TH","http://www.verdethailand.com/","+66 62 157 0964","Restaurant","Brunch restaurant","Cafe","Health food restaurant",,,,,,,"https://www.google.com/maps/search/?api=1&query=VERDE%20Sukhumvit%2026%20%7C%20Healthy%20Bowls%2C%20Brunch%2C%20Sandwiches%2C%20Coffee%20%26%20Juices&query_place_id=ChIJvTOdOtyf4jARmOGjJxzwTDI","Restaurant"
"SWD Bangkok","4.8","377","249 Sukhumvit 31","Watthana","Bangkok","TH","https://www.swdbangkok.com/","+66 81 235 2038","Restaurant","Bar & grill","Bed & breakfast","Breakfast restaurant","Brunch restaurant","Cafe","Diner","Lunch restaurant","Pizza restaurant","Western restaurant","https://www.google.com/maps/search/?api=1&query=SWD%20Bangkok&query_place_id=ChIJPSQXMkOf4jARUl6zswYm-X4","Restaurant"
"PEPE Bangkok","4.8","904","173, 3 Soi Sukhumvit 16","Khlong Toei","Bangkok","TH","https://linktr.ee/pepebangkok","+66 84 264 9291","Asian fusion restaurant","Restaurant",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=PEPE%20Bangkok&query_place_id=ChIJIUHmOe2f4jAR2l7P6OOm4hg","Asian fusion restaurant"
"Sri Trat Restaurant and Bar","4.5","2551","90 Sukhumvit 33 Alley","Watthana","Bangkok","TH","https://www.facebook.com/sritrat/","+66 2 088 0968","Thai restaurant","Bar",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Sri%20Trat%20Restaurant%20and%20Bar&query_place_id=ChIJoc-7O_ye4jARa2GblY_w4Bo","Thai restaurant"
"Flower cafe","4.7","475",,"Khlong Toei","Bangkok","TH",,"+66 94 287 8935","Restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Flower%20cafe&query_place_id=ChIJr4TRi9uf4jARC7vUlLxyJn4","Restaurant"
"Weaver Restaurant","4.9","421","9th Floor, SILQ Hotel & Residence, 41 Sukhumvit 24 Alley","Khlong Toei","Bangkok","TH","https://www.weaverdining.com/","+66 2 407 1071","Restaurant","Indian restaurant","Thai restaurant","Western restaurant",,,,,,,"https://www.google.com/maps/search/?api=1&query=Weaver%20Restaurant&query_place_id=ChIJE50eAZyf4jAR76QGka09QO8","Restaurant"
"Khao Piyo Bangkok - Indian Multi Cuisine","4.8","1123","150/1 Sukhumvit Alley 22","Khlong Toei","Bangkok","TH","https://www.khao-piyo.com/","+66 64 006 5091","Indian restaurant","Indian Muslim restaurant","Indian sizzler restaurant","Indian takeaway","Modern Indian restaurant","North Indian restaurant",,,,,"https://www.google.com/maps/search/?api=1&query=Khao%20Piyo%20Bangkok%20-%20Indian%20Multi%20Cuisine&query_place_id=ChIJ0399O7ef4jARoDusOwxGzeM","Indian restaurant"
"Victoria by Cocotte @ Emquartier","4.6","1033","ห้องเลขที่ 8 ชั้น GF, The Waterfall Quatier, 637 Sukhumvit Rd","Watthana","Bangkok","TH","https://www.victoria-bangkok.com/","+66 92 390 8080","Restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Victoria%20by%20Cocotte%20%40%20Emquartier&query_place_id=ChIJAVSRYU2f4jARWx7kH5rhiWc","Restaurant"
"Origami Restaurant Sukhumvit 24 Borderless Cuisine","4.8","247","L Floor, Staybridge Suites Bangkok Sukhumvit, 89/8 89/9 Sukhumvit 24 Alley","Khlong Toei","Bangkok","TH","https://origamirestaurant.co/","+66 94 618 0777","Restaurant","Breakfast restaurant","Fusion restaurant",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Origami%20Restaurant%20Sukhumvit%2024%20Borderless%20Cuisine&query_place_id=ChIJu5j2gCOf4jARCFnsDMLgh0g","Restaurant"
"At-Ta-Rote","4.4","1160","59/3 Sukhumvit 39","Watthana","Bangkok","TH","https://www.facebook.com/attarote.thaicuisine","+66 64 249 4244","Thai restaurant","Restaurant",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=At-Ta-Rote&query_place_id=ChIJ6b0f3_6e4jAR2YzyQaSGBqA","Thai restaurant"
"Chez Papa Bangkok","4.8","538","64 Sukhumvit 51 Alley","Watthana","Bangkok","TH","https://chezpapabangkok.carrd.co/","+66 63 832 3605","French restaurant","Bistro","Event venue","French steakhouse restaurant","Restaurant","Tapas restaurant","Wine bar",,,,"https://www.google.com/maps/search/?api=1&query=Chez%20Papa%20Bangkok&query_place_id=ChIJTWM3irSf4jARH23HAeWx7uk","French restaurant"
"โค ลิมิเต็ด เอ็มสเฟียร์ - CO LIMITED emSphere","4.7","2106","628 ห้อง GM05 Sukhumvit Rd","Khlong Toei","Bangkok","TH","https://www.facebook.com/COLTEMS/","+66 95 372 5599","Thai restaurant","Raw food restaurant",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=%E0%B9%82%E0%B8%84%20%E0%B8%A5%E0%B8%B4%E0%B8%A1%E0%B8%B4%E0%B9%80%E0%B8%95%E0%B9%87%E0%B8%94%20%E0%B9%80%E0%B8%AD%E0%B9%87%E0%B8%A1%E0%B8%AA%E0%B9%80%E0%B8%9F%E0%B8%B5%E0%B8%A2%E0%B8%A3%E0%B9%8C%20-%20CO%20LIMITED%20emSphere&query_place_id=ChIJ0b416lCf4jARd7O0x9wjoC4","Thai restaurant"
"Peppina (Sukhumvit Flagship Branch)","4.5","2494","27/1 Sukhumvit 33 Alley","Watthana","Bangkok","TH","http://www.peppina.asia/","+66 2 119 7677","Italian restaurant","Bar","Mediterranean restaurant","Neapolitan restaurant","Pizza delivery","Pizza restaurant","Pizza Takeout","Restaurant",,,"https://www.google.com/maps/search/?api=1&query=Peppina%20(Sukhumvit%20Flagship%20Branch)&query_place_id=ChIJQ0cFbPye4jARKjjpGD8_chs","Italian restaurant"
"Florae Restaurant","4.8","656","95, 370, 22 Sukhumvit 24 Alley","Khet Klongtoey","Bangkok","TH","http://www.floraebangkok.com/","+66 2 483 3999","Restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Florae%20Restaurant&query_place_id=ChIJyVfJqDuf4jARyFXroxpoUag","Restaurant"
"ゆかり-縁- Yukari Japanese Izakaya restaurant","4.9","191","14/2 Soi Sukhumvit 33","Watthana","Bangkok","TH",,"+66 63 479 6563","Modern izakaya restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=%E3%82%86%E3%81%8B%E3%82%8A-%E7%B8%81-%20Yukari%20Japanese%20Izakaya%20restaurant&query_place_id=ChIJiZPQNACf4jARvE8BNl9jPwg","Modern izakaya restaurant"
"North Restaurant","4.7","1263","8 Sukhumvit 33 Alley","Watthana","Bangkok","TH","http://www.north-restaurant.com/","+66 61 426 2642","Restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=North%20Restaurant&query_place_id=ChIJcRgyCeyf4jARKQO8CpoIlJ8","Restaurant"
"Rava Restaurant","4.6","439","22 Sukhumvit 33/5 Alley","Watthana","Bangkok","TH","https://www.ravaitalian.com/","+66 80 142 1089","Italian restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Rava%20Restaurant&query_place_id=ChIJr35IUNSf4jARPRG-ybYPKvs","Italian restaurant"
"Reap Factory","4.8","113","10, 10/3 Sukhumvit 20 Alley","Khlong Toei","Bangkok","TH","https://linktr.ee/reapfactorybangkok","+66 2 127 5920","Restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Reap%20Factory&query_place_id=ChIJVy2QFOGf4jARMqm1gOkeRlE","Restaurant"
"Napha | Emsphere","4.8","1029","28 ชั้น GM, Sukhumvit Rd","Watthana","Bangkok","TH","https://naphachefs.com/","+66 62 428 6200","Thai restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Napha%20%7C%20Emsphere&query_place_id=ChIJDccyZQCf4jARmWkxWFYqkNA","Thai restaurant"
"Nimitr","4.9","569","59/1 Sukhumvit 39","Watthana","Bangkok","TH","https://137pillarshotels.com/en/bangkok/dining/nimitr","+66 2 079 7155","Asian restaurant","Restaurant",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Nimitr&query_place_id=ChIJzXuDJP-e4jARZghe1xJufWU","Asian restaurant"
"KHAO NIAO","4.6","297","Soi Ari Samphan 7 Alley","Phaya Thai","Bangkok","TH","https://m.facebook.com/khaoniao.bkk","+66 61 410 8888","Restaurant","Cafe","Thai restaurant",,,,,,,,"https://www.google.com/maps/search/?api=1&query=KHAO%20NIAO&query_place_id=ChIJmaKVftCf4jARDnQ_lIRq0zM","Restaurant"
